cas_number,descriptors,smiles,pages,desc_len
73545-18-3,"['appl', 'green', 'fruiti', 'spici', 'natur']",CCOC(C\C=C/CC)OCC,http://www.thegoodscentscompany.com/data/rw1026541.html,5
94089-21-1,"['green', 'appl', 'fruiti']",CCC/C=C/C1OCC(C)O1,http://www.thegoodscentscompany.com/data/rw1459431.html,3
2305-21-7,"['green', 'mint', 'leafi', 'sharp', 'geranium', 'lavend', 'fruiti']",CCC/C=C/CO,http://www.thegoodscentscompany.com/data/rw1451611.html,7
928-95-0,"['banana', 'appl', 'grassi', 'raspberri', 'geranium', 'fresh', 'pear', 'grape', 'leafi', 'veget', 'wine', 'herbal', 'gerard', 'fatti', 'strawberri', 'fruiti', 'chocol', 'cocoa', 'winey', 'herbac', 'dairi', 'minti', 'orang', 'green', 'mint', 'sharp', 'lavend', 'cherri']",CCC/C=C/CO,http://www.thegoodscentscompany.com/data/rw1017731.html,28
928-94-9,"['aldehyd', 'appl', 'fresh', 'alcohol', 'soapi', 'leafi', 'veget', 'wine', 'herbal', 'gerard', 'fatti', 'almond', 'green', 'cortex']",CCC\C=C/CO,http://www.thegoodscentscompany.com/data/rw1026641.html,14
544-12-7,"['leaf', 'green', 'leafi']",CC/C=C/CCO,http://www.thegoodscentscompany.com/data/rw1451541.html,3
928-97-2,"['oili', 'leaf', 'floral', 'green', 'cortex', 'leafi', 'bitter', 'earthi', 'herbac']",CC/C=C/CCO,http://www.thegoodscentscompany.com/data/rw1040181.html,9
928-96-1,"['appl', 'grassi', 'pungent', 'fresh', 'melon', 'leafi', 'veget', 'herbal', 'citrus', 'gerard', 'lilac', 'herbac', 'natur', 'oili', 'floral', 'green', 'muguet']",CC\C=C/CCO,http://www.thegoodscentscompany.com/data/rw1005931.html,17
6126-50-7,"['oili', 'green', 'pungent', 'veget']",C/C=C/CCCO,http://www.thegoodscentscompany.com/data/rw1451511.html,4
928-91-6,"['gerard', 'green', 'pungent', 'metal', 'veget', 'musti', 'herbal']",C\C=C/CCCO,http://www.thegoodscentscompany.com/data/rw1029381.html,7
4798-44-1,"['ether', 'green', 'fruiti']",CCCC(O)C=C,http://www.thegoodscentscompany.com/data/rw1026621.html,3
10094-40-3,"['green', 'fruiti']",CCC/C=C/COC(C)=O,http://www.thegoodscentscompany.com/data/rw1451651.html,2
2497-18-9,"['banana', 'appl', 'geranium', 'spice', 'fresh', 'cinnamon', 'leafi', 'gerard', 'waxi', 'fruiti', 'mushroom', 'leaf', 'green']",CCC\C=C/COC(C)=O,http://www.thegoodscentscompany.com/data/rw1031091.html,13
1708-82-3,"['banana', 'appl', 'green', 'fruiti']",CC/C=C/CCOC(C)=O,http://www.thegoodscentscompany.com/data/rw1451571.html,4
3681-82-1,"['banana', 'green', 'hyacinth', 'cortex', 'sharp', 'strawberri', 'fruiti', 'winey']",CC/C=C/CCOC(C)=O,http://www.thegoodscentscompany.com/data/rw1130931.html,8
3681-71-8,"['banana', 'appl', 'grassi', 'fresh', 'melon', 'alcohol', 'pear', 'peach', 'gerard', 'fruiti', 'natur', 'dairi', 'floral', 'green', 'floreal', 'beverag']",CC\C=C/CCOC(C)=O,http://www.thegoodscentscompany.com/data/rw1001471.html,16
84434-20-8,"['green', 'earthi', 'floral']",CC/C=C/CCOC(=O)CC(C)=O,http://www.thegoodscentscompany.com/data/rw1468641.html,3
84060-80-0,"['appl', 'pear', 'floral', 'green', 'herbal']",CC/C=C/CCOC(=O)C(/C)=C/C,http://www.thegoodscentscompany.com/data/rw1498571.html,5
65405-76-7,"['grape', 'gerard', 'lilac', 'ripe', 'fruiti', 'floral', 'green', 'jasmin', 'neroli']",CC\C=C/CCOC(=O)c1ccccc1N,http://www.thegoodscentscompany.com/data/rw1026681.html,9
25152-85-6,"['balsam', 'fresh', 'aromat', 'leafi', 'herbal', 'gerard', 'fruiti', 'spici', 'coumarin', 'herbac', 'natur', 'oili', 'leaf', 'floral', 'green', 'woodi']",CC\C=C/CCOC(=O)c1ccccc1,http://www.thegoodscentscompany.com/data/rw1001382.html,16
53398-83-7,"['banana', 'appl', 'grassi', 'ferment', 'leafi', 'herbal', 'peach', 'gerard', 'fatti', 'ripe', 'berri', 'fruiti', 'strawberri', 'dairi', 'green', 'cortex', 'chees', 'apricot']",CCC/C=C/COC(=O)CCC,http://www.thegoodscentscompany.com/data/rw1026691.html,18
16491-36-4,"['cognac', 'appl', 'raspberri', 'fresh', 'pineappl', 'grape', 'wine', 'veget', 'citrus', 'gerard', 'metal', 'butter', 'strawberri', 'fruiti', 'dairi', 'floral', 'green', 'jasmin', 'butteri']",CCCC(=O)OCC\C=C/CC,http://www.thegoodscentscompany.com/data/rw1015591.html,19
41519-23-7,"['appl', 'pineappl', 'tropic', 'pear', 'violet', 'herbal', 'citrus', 'gerard', 'fruiti', 'winey', 'plum', 'leaf', 'floral', 'green']",CC\C=C/CCOC(=O)C(C)C,http://www.thegoodscentscompany.com/data/rw1005361.html,14
68133-75-5,"['balsam', 'green', 'fresh', 'herbac']",CC/C=C/CCOC(=O)/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1026701.html,4
65405-80-3,"['green', 'veget']",CC/C=C/CCOC(=O)\C=C\C,http://www.thegoodscentscompany.com/data/rw1044561.html,2
34687-46-2,"['dairi', 'oili', 'floral', 'coconut', 'warm', 'jasmin', 'fruiti', 'milki']",CCC/C=C/CC1CCCC1=O,http://www.thegoodscentscompany.com/data/rw1000361.html,8
149982-46-7,"['pear', 'jasmin', 'fruiti', 'lacton']",CCC/C=C/COC(=O)CC1CCCC1,http://www.thegoodscentscompany.com/data/rw1044631.html,4
53398-78-0,"['green', 'fruiti', 'herbac']",CCC/C=C/COC=O,http://www.thegoodscentscompany.com/data/rw1026711.html,3
33467-73-1,"['appl', 'grassi', 'ether', 'raspberri', 'fresh', 'melon', 'veget', 'citrus', 'gerard', 'cucumb', 'waxi', 'fruiti', 'green', 'sharp']",CC\C=C/CCOC=O,http://www.thegoodscentscompany.com/data/rw1001451.html,14
53398-86-0,"['cognac', 'green', 'waxi', 'herbal', 'fruiti', 'natur']",CCCCCC(=O)OC\C=C\CCC,http://www.thegoodscentscompany.com/data/rw1026761.html,6
31501-11-8,"['balsam', 'appl', 'grassi', 'flower', 'pineappl', 'tropic', 'pear', 'veget', 'herbal', 'citrus', 'gerard', 'fatti', 'waxi', 'strawberri', 'fruiti', 'winey', 'orang', 'green']",CCCCCC(=O)OCC\C=C/CC,http://www.thegoodscentscompany.com/data/rw1007981.html,18
61444-38-0,"['leaf', 'pear', 'green', 'metal', 'fresh', 'fruiti', 'melon']",CC\C=C/CCOC(=O)C\C=C/CC,http://www.thegoodscentscompany.com/data/rw1026771.html,7
61931-81-5,"['leaf', 'gerard', 'violet', 'green', 'waxi', 'leafi', 'veget', 'fruiti', 'herbal', 'tropic', 'melon']",CC\C=C/CCOC(=O)C(C)O,http://www.thegoodscentscompany.com/data/rw1031151.html,11
94089-01-7,['fruiti'],CCC/C=C/COC(=O)C(C)CC,http://www.thegoodscentscompany.com/data/rw1470981.html,1
53398-85-9,"['appl', 'pear', 'gerard', 'green', 'fresh', 'berri', 'fruiti']",CC\C=C/CCOC(=O)C(C)CC,http://www.thegoodscentscompany.com/data/rw1016971.html,7
10094-41-4,"['appl', 'pear', 'gerard', 'juici', 'green', 'warm', 'veget', 'fresh', 'herbal', 'fruiti', 'pineappl']",CC\C=C/CCOC(=O)C(C)CC,http://www.thegoodscentscompany.com/data/rw1374241.html,11
67633-96-9,"['appl', 'pear', 'violet', 'peach', 'waxi', 'fruiti', 'natur', 'leaf', 'floral', 'green']",CC/C=C/CCOC(=O)OC,http://www.thegoodscentscompany.com/data/rw1028731.html,10
70220-06-3,"['appl', 'pear', 'green', 'fresh', 'fruiti']",CC/C=C/CCOC,http://www.thegoodscentscompany.com/data/rw1079091.html,5
76649-17-7,"['green', 'metal', 'fresh', 'fruiti', 'tropic', 'natur']",CC/C=C/CCOC(=O)C(/C)=C\CC,http://www.thegoodscentscompany.com/data/rw1017781.html,6
85554-72-9,['pear'],CCCCCCCC(=O)OC\C=C\CCC,http://www.thegoodscentscompany.com/data/rw1546281.html,1
61444-41-5,"['green', 'metal', 'leafi', 'fruiti']",CCCCCCCC(=O)OCC\C=C/CC,http://www.thegoodscentscompany.com/data/rw1052451.html,4
68133-72-2,"['green', 'waxi', 'fresh', 'ozon', 'citrus']",CC/C=C/CCOCC=O,http://www.thegoodscentscompany.com/data/rw1017751.html,5
68133-78-8,"['green', 'honey']",CCC/C=C/COC(=O)Cc1ccccc1,http://www.thegoodscentscompany.com/data/rw1026791.html,2
42436-07-7,"['rosi', 'tropic', 'melon', 'honey', 'veget', 'gerard', 'rose', 'waxi', 'floral', 'green', 'mint', 'woodi']",CC\C=C/CCOC(=O)Cc1ccccc1,http://www.thegoodscentscompany.com/data/rw1028481.html,12
53398-80-4,"['banana', 'appl', 'creami', 'tropic', 'powderi', 'pear', 'gerard', 'fatti', 'ripe', 'fruiti', 'green']",CCC/C=C/COC(=O)CC,http://www.thegoodscentscompany.com/data/rw1026831.html,11
68133-76-6,"['banana', 'melon', 'veget', 'gerard', 'fatti', 'cucumb', 'fruiti', 'spici', 'oili', 'floral', 'green', 'warm']",CC\C=C/CCOC(=O)C(C)=O,http://www.thegoodscentscompany.com/data/rw1005191.html,12
68133-77-7,"['floral', 'green', 'woodi', 'perfum', 'fresh']",CCC/C=C/COC(=O)c1ccccc1O,http://www.thegoodscentscompany.com/data/rw1026881.html,5
65405-77-8,"['balsam', 'perfum', 'fresh', 'aromat', 'herbal', 'metal', 'herbac', 'floral', 'medicin', 'green', 'woodi', 'lili', 'phenol']",CC/C=C/CCOC(=O)c1ccccc1O,http://www.thegoodscentscompany.com/data/rw1010652.html,13
67883-79-8,"['banana', 'fresh', 'earthi', 'veget', 'gerard', 'mushroom', 'fruiti', 'herbac', 'floral', 'green', 'cortex', 'lavend']",CC/C=C/CCOC(=O)C(/C)=C\C,http://www.thegoodscentscompany.com/data/rw1002611.html,12
56922-74-8,"['cognac', 'banana', 'appl', 'pear', 'floral', 'gerard', 'green', 'ripe', 'fruiti', 'pineappl', 'winey']",CCCCC(=O)OC\C=C\CCC,http://www.thegoodscentscompany.com/data/rw1026891.html,11
68698-59-9,"['banana', 'appl', 'pear', 'gerard', 'green', 'grape', 'waxi', 'fresh', 'butteri', 'fruiti']",CCC/C=C/COC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1026911.html,10
35852-46-1,"['banana', 'appl', 'pear', 'gerard', 'green', 'grape', 'fresh', 'butteri', 'fruiti']",CCCCC(=O)OCC\C=C\CC,http://www.thegoodscentscompany.com/data/rw1026901.html,9
35154-45-1,"['banana', 'appl', 'fresh', 'pineappl', 'tropic', 'pear', 'juici', 'herbal', 'gerard', 'strawberri', 'fruiti', 'floral', 'green']",CC\C=C/CCOC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1016991.html,13
10032-11-8,"['appl', 'juici', 'green', 'fresh', 'herbal', 'fruiti']",CC\C=C/CCOC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1445001.html,6
17597-95-4,"['floral', 'green', 'leafi', 'fresh']",CCCCCCOCC(OC)OC,http://www.thegoodscentscompany.com/data/rw1003601.html,4
142-92-7,"['banana', 'appl', 'aldehyd', 'fresh', 'tropic', 'pear', 'gerard', 'fatti', 'berri', 'fruiti', 'green', 'cherri']",CCCCCCOC(C)=O,http://www.thegoodscentscompany.com/data/rw1003201.html,12
97-95-0,"['musti', 'alcohol', 'green']",CCC(CC)CO,http://www.thegoodscentscompany.com/data/rw1043501.html,3
6789-88-4,"['balsam', 'floral', 'aromat', 'woodi', 'clean', 'fresh']",CCCCCCOC(=O)c1ccccc1,http://www.thegoodscentscompany.com/data/rw1013291.html,6
2639-63-6,"['appl', 'alcohol', 'soapi', 'veget', 'gerard', 'waxi', 'fruiti', 'cocoa', 'plum', 'green', 'beverag']",CCCCCCOC(=O)CCC,http://www.thegoodscentscompany.com/data/rw1023951.html,11
2349-07-7,"['appl', 'pear', 'gerard', 'fatti', 'green', 'ripe', 'grape', 'fresh', 'peach', 'berri', 'fruiti', 'winey']",CCCCCCOC(=O)C(C)C,http://www.thegoodscentscompany.com/data/rw1008581.html,12
101-86-0,"['powderi', 'floral', 'gerard', 'green', 'aromat', 'spici', 'jasmin', 'fresh', 'floreal', 'herbal', 'fruiti', 'citrus', 'tropic']",CCCCCC\C(C=O)=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1005972.html,13
29896-45-5,"['fatti', 'green', 'woodi', 'fresh']",CCCCCCc1ccc(/C=C/C(OC)OC)cc1,http://www.thegoodscentscompany.com/data/rw1026981.html,4
3488-00-4,['fruiti'],CCCCCCOC(=O)\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1026961.html,1
10448-26-7,"['green', 'fresh']",CCCCCCCCCC(=O)OCCCCCC,http://www.thegoodscentscompany.com/data/rw1419771.html,2
629-33-4,"['banana', 'appl', 'plum']",CCCCCCOC=O,http://www.thegoodscentscompany.com/data/rw1023931.html,3
39251-86-0,"['appl', 'pear', 'floral', 'gerard', 'green', 'waxi']",CCCCCCOC(=O)c1occc1,http://www.thegoodscentscompany.com/data/rw1005671.html,6
6378-65-0,"['herbac', 'gerard', 'green', 'waxi', 'veget', 'fresh', 'berri', 'herbal', 'fruiti', 'tropic']",CCCCCCOC(=O)CCCCC,http://www.thegoodscentscompany.com/data/rw1028161.html,10
20279-51-0,"['green', 'floral', 'fruiti']",CCCCCCOC(=O)C(C)O,http://www.thegoodscentscompany.com/data/rw1044731.html,3
10032-15-2,"['banana', 'appl', 'fresh', 'pineappl', 'tropic', 'alcohol', 'herbal', 'gerard', 'waxi', 'strawberri', 'fruiti', 'spici', 'green', 'woodi', 'beverag']",CCCCCCOC(=O)C(C)CC,http://www.thegoodscentscompany.com/data/rw1024372.html,15
85508-08-3,"['tropic', 'melon', 'grape', 'hyacinth', 'rose', 'waxi', 'fruiti', 'spici', 'green', 'lili']",CCCCCCOC(=O)C(C)\C=C\C,http://www.thegoodscentscompany.com/data/rw1446151.html,10
58625-95-9,"['appl', 'pineappl', 'tropic', 'melon', 'grape', 'hyacinth', 'rose', 'lili']",CCCCCCOC(=O)C(C)\C=C\C,http://www.thegoodscentscompany.com/data/rw1037451.html,8
6561-39-3,"['green', 'fruiti', 'veget']",CCCCCCCCC(=O)OCCCCCC,http://www.thegoodscentscompany.com/data/rw1027101.html,3
1117-55-1,"['banana', 'appl', 'gerard', 'fatti', 'green', 'waxi', 'veget', 'fresh', 'berri', 'fruiti', 'strawberri']",CCCCCCCC(=O)OCCCCCC,http://www.thegoodscentscompany.com/data/rw1029181.html,11
5421-17-0,"['powderi', 'floral', 'gerard', 'green', 'rose', 'waxi', 'wine', 'fruiti', 'honey']",CCCCCCOC(=O)Cc1ccccc1,http://www.thegoodscentscompany.com/data/rw1027121.html,9
5434-57-1,"['floral', 'fatti', 'green', 'musti', 'fruiti']",CCCCCCOC(=O)C(C)(C)C,http://www.thegoodscentscompany.com/data/rw1005991.html,5
2445-76-3,"['oili', 'appl', 'pear', 'creami', 'floral', 'fatti', 'green', 'waxi', 'ferment', 'musti', 'chees', 'fruiti', 'pineappl', 'plum', 'apricot', 'melon']",CCCCCCOC(=O)CC,http://www.thegoodscentscompany.com/data/rw1008601.html,16
6259-76-3,"['fresh', 'aromat', 'herbal', 'waxi', 'fruiti', 'spici', 'herbac', 'natur', 'floral', 'medicin', 'green', 'jasmin', 'lavend']",CCCCCCOC(=O)c1ccccc1O,http://www.thegoodscentscompany.com/data/rw1002751.html,13
16930-96-4,"['oili', 'green', 'fresh', 'herbal', 'fruiti', 'natur']",CCCCCCOC(=O)C(/C)=C/C,http://www.thegoodscentscompany.com/data/rw1002591.html,6
19089-92-0,"['oili', 'appl', 'pear', 'gerard', 'green', 'veget', 'fruiti', 'caramel', 'tropic']",CCCCCCOC(=O)\C=C/C,http://www.thegoodscentscompany.com/data/rw1026941.html,9
65652-33-7,"['floral', 'green', 'jasmin', 'gardenia']",CCCCCCOC(=O)C(/C)=C/C,http://www.thegoodscentscompany.com/data/rw1446161.html,4
1117-59-5,"['green', 'oili', 'fruiti']",CCCCCCOC(=O)CCCC,http://www.thegoodscentscompany.com/data/rw1044771.html,3
10032-13-0,"['appl', 'green', 'fruiti', 'natur']",CCCCCCOC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1027041.html,4
20053-88-7,['tropic'],CC(/CC(C)(O)C=C)=C\C=C,http://www.thegoodscentscompany.com/data/rw1374491.html,1
84681-92-5,['earthi'],CCC1(O)C2(C)CCCC1(C)CC2,http://www.thegoodscentscompany.com/data/rw1043581.html,1
16251-77-7,"['flower', 'green', 'herbal', 'bitter', 'natur']",CC(CC=O)c1ccccc1,http://www.thegoodscentscompany.com/data/rw1010011.html,5
80858-47-5,"['floral', 'green', 'hyacinth', 'raspberri', 'metal', 'fruiti']",C1CCC(CC1)OCCc2ccccc2,http://www.thegoodscentscompany.com/data/rw1006462.html,6
118-93-4,"['gerard', 'tobacco', 'sharp', 'cherri', 'phenol', 'tropic', 'melon', 'honey']",CC(=O)c1ccccc1O,http://www.thegoodscentscompany.com/data/rw1013131.html,8
90-02-8,"['medicin', 'cool', 'gerard', 'cinnamon', 'spici']",Oc1ccccc1C=O,http://www.thegoodscentscompany.com/data/rw1028641.html,5
123-08-0,"['balsam', 'nutti', 'gerard', 'almond', 'woodi', 'metal', 'brown', 'vanilla', 'honey']",Oc1ccc(C=O)cc1,http://www.thegoodscentscompany.com/data/rw1040191.html,9
623-05-2,"['almond', 'coconut', 'fruiti', 'bitter']",OCc1ccc(O)cc1,http://www.thegoodscentscompany.com/data/rw1107691.html,4
5077-67-8,"['coffe', 'gerard', 'musti', 'brown']",CCC(=O)CO,http://www.thegoodscentscompany.com/data/rw1027461.html,4
107-75-5,"['perfum', 'fresh', 'tropic', 'melon', 'citrus', 'gerard', 'lilac', 'waxi', 'floral', 'green', 'lili', 'muguet']",CC(CCCC(C)(C)O)CC=O,http://www.thegoodscentscompany.com/data/rw1000972.html,12
68585-09-1,['anim'],CC(CCCC(C)(C)O)CC=O.Cc1c[nH]c2ccccc12,http://www.thegoodscentscompany.com/data/rw1377261.html,1
7779-94-4,"['floral', 'green', 'lili', 'perfum', 'muguet']",CCOC(CC(C)CCCC(C)(C)O)OCC,http://www.thegoodscentscompany.com/data/rw1027481.html,5
67923-85-7,"['milki', 'fresh', 'woodi']",CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C,http://www.thegoodscentscompany.com/data/rw1027501.html,3
141-92-4,"['rose', 'waxi', 'lili']",COC(CC(C)CCCC(C)(C)O)OC,http://www.thegoodscentscompany.com/data/rw1006451.html,3
89-43-0,"['floral', 'flower', 'orang', 'grape', 'warm', 'lili', 'neroli', 'muguet']",COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,http://www.thegoodscentscompany.com/data/rw1004281.html,8
68797-68-2,"['lili', 'woodi']",CC(CCCC(C)(C)O)CC#N,http://www.thegoodscentscompany.com/data/rw1018331.html,2
107-74-4,"['aldehyd', 'muguet', 'perfum', 'fresh', 'rose', 'floral', 'green', 'lili', 'clean']",CC(CCO)CCCC(C)(C)O,http://www.thegoodscentscompany.com/data/rw1002001.html,9
21835-00-7,['caramel'],CC1CC(=O)C(=C1C)O,http://www.thegoodscentscompany.com/data/rw1422621.html,1
59191-78-5,"['musti', 'earthi', 'herbal']",CCCCCC(CO)C(C)=O,http://www.thegoodscentscompany.com/data/rw1027741.html,3
59056-64-3,"['amber', 'woodi', 'warm', 'anim']",CC1(C)CCC(CO)C23C4CC(CC124)C3(C)C,http://www.thegoodscentscompany.com/data/rw1005161.html,4
2206-94-2,"['floral', 'phenol', 'anim']",CC(=O)OC(=C)c1ccccc1,http://www.thegoodscentscompany.com/data/rw1412091.html,3
68908-82-7,"['flower', 'anim', 'natur', 'floral', 'orang', 'jasmin']",CC(CCCC(C)(C)O)CC=O.[nH]1ccc2ccccc12,http://www.thegoodscentscompany.com/data/rw1377241.html,6
120-72-9,"['pungent', 'musk', 'anim', 'gerard', 'musti', 'floral', 'jasmin']",[nH]1ccc2ccccc12,http://www.thegoodscentscompany.com/data/rw1006511.html,7
18096-62-3,"['floreal', 'earthi', 'anim']",C1OCC2Cc3ccccc3C2O1,http://www.thegoodscentscompany.com/data/rw1033251.html,3
112-45-8,"['gerard', 'floral', 'aldehyd', 'fresh', 'fruiti', 'soapi', 'ozon', 'oili', 'spici', 'citrus', 'rose', 'rosi', 'orang', 'green', 'fatti', 'waxi', 'woodi']",C=CCCCCCCCCC=O,http://www.thegoodscentscompany.com/data/rw1395171.html,8
25312-34-9,"['powderi', 'floral', 'gerard', 'violet', 'cedar', 'woodi', 'vetiv', 'berri', 'tropic']",CC(O)/C=C/C1C(=CCCC1(C)C)C,http://www.thegoodscentscompany.com/data/rw1015831.html,9
22029-76-1,"['balsam', 'powderi', 'herbac', 'floral', 'gerard', 'violet', 'woodi', 'tobacco', 'rose', 'lavend', 'berri', 'herbal', 'tropic']",CC(O)/C=C/C1=C(C)CCCC1(C)C,http://www.thegoodscentscompany.com/data/rw1015851.html,13
6901-97-9,['floral'],CC(=O)/C=C/C1C(=CCCC1(C)C)C,http://www.thegoodscentscompany.com/data/rw1445561.html,1
127-41-3,"['balsam', 'flower', 'tropic', 'powderi', 'violet', 'cedar', 'orri', 'rose', 'berri', 'fruiti', 'amber', 'floral', 'woodi', 'warm', 'clean', 'floreal']",CC(=O)/C=C/C1C(=CCCC1(C)C)C,http://www.thegoodscentscompany.com/data/rw1011952.html,16
14901-07-6,"['floral', 'gerard', 'green', 'woodi', 'berri', 'fruiti', 'tropic']",CC(=O)/C=C/C1=C(C)CCCC1(C)C,http://www.thegoodscentscompany.com/data/rw1006632.html,7
79-77-6,"['orri', 'powderi', 'floral', 'gerard', 'woodi', 'berri', 'fruiti']",CC(=O)/C=C/C1=C(C)CCCC1(C)C,http://www.thegoodscentscompany.com/data/rw1131301.html,7
79-76-5,"['woodi', 'floral']",CC(=O)/C=C/C1C(=C)CCCC1(C)C,http://www.thegoodscentscompany.com/data/rw1035361.html,2
23267-57-4,"['orri', 'powderi', 'floral', 'violet', 'woodi', 'berri', 'fruiti']",CC(=O)/C=C/C12OC1(C)CCCC2(C)C,http://www.thegoodscentscompany.com/data/rw1378141.html,7
8013-90-9,"['balsam', 'floral', 'flower', 'violet', 'warm', 'woodi']",CC(=O)/C=C/C1C(=CCCC1(C)C)C,http://www.thegoodscentscompany.com/data/rw1006551.html,6
52210-18-1,"['floral', 'violet', 'woodi', 'vetiv']",CC(OC(C)=O)/C=C/C1C(=CCCC1(C)C)C,http://www.thegoodscentscompany.com/data/rw1015891.html,4
22030-19-9,"['raspberri', 'alcohol', 'violet', 'gerard', 'rose', 'berri', 'strawberri', 'natur', 'floral', 'woodi']",CC(OC(C)=O)/C=C/C1=C(C)CCCC1(C)C,http://www.thegoodscentscompany.com/data/rw1015871.html,10
65416-26-4,"['cedar', 'raspberri', 'woodi', 'fruiti', 'apricot']",CCOC(C)\C=C\C1=C(C)CCCC1(C)C,http://www.thegoodscentscompany.com/data/rw1506461.html,5
79-69-6,"['orri', 'powderi', 'floral', 'gerard', 'violet', 'woodi', 'raspberri', 'berri']",C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,http://www.thegoodscentscompany.com/data/rw1006691.html,8
79-70-9,"['violet', 'woodi', 'fresh', 'berri']",CC1CCC(=C(\C=C\C(C)=O)C1(C)C)C,http://www.thegoodscentscompany.com/data/rw1021631.html,4
27939-60-2,"['aldehyd', 'green', 'cortex', 'perfum', 'weedi', 'herbal', 'citrus']",CC1C=CCCC1(C)C=O,http://www.thegoodscentscompany.com/data/rw1587151.html,7
68039-49-6,"['aldehyd', 'earthi', 'bergamot', 'leafi', 'floral', 'minti', 'green', 'cortex', 'lemon', 'sharp']",CC1C=C(C)CCC1C=O,http://www.thegoodscentscompany.com/data/rw1007631.html,10
68039-48-5,"['leafi', 'green', 'aldehyd']",CC1CC(CC(=C1)C)C=O,http://www.thegoodscentscompany.com/data/rw1597061.html,3
67801-65-4,"['green', 'cortex', 'fresh', 'herbal', 'citrus']",CC1CC=C(C)CC1C=O,http://www.thegoodscentscompany.com/data/rw1016111.html,5
68738-99-8,"['aldehyd', 'floral', 'flower', 'orang', 'green', 'lemon', 'fresh', 'floreal', 'citrus', 'herbac']",COC(=O)c1ccccc1N\C=C2/CCC(=CC2C)C,http://www.thegoodscentscompany.com/data/rw1013971.html,10
68845-02-3,"['aldehyd', 'floral', 'green', 'cortex', 'leafi', 'fresh', 'perfum', 'citrus', 'natur']",COC(=O)c1ccccc1N=CC2CCC(=CC2C)C,http://www.thegoodscentscompany.com/data/rw1046521.html,9
68683-25-0,"['fresh', 'floral', 'muguet']",CCCCCCCC(COC(C)=O)OC(C)=O,http://www.thegoodscentscompany.com/data/rw1004241.html,3
34686-67-4,"['floral', 'green', 'waxi', 'jasmin', 'fruiti', 'tropic', 'natur']",CCC/C=C/CC1CCCC1O,http://www.thegoodscentscompany.com/data/rw1000341.html,7
13074-65-2,"['jasmin', 'fruiti']",CCCCCCC1CCCC1=O,http://www.thegoodscentscompany.com/data/rw1019361.html,2
34686-71-0,"['oili', 'floral', 'coconut', 'jasmin', 'fruiti', 'peach', 'apricot']",CC/C=C/CC1CCCC(=O)O1,http://www.thegoodscentscompany.com/data/rw1023991.html,7
78649-62-4,['green'],CCCCC1COC2(CCCC2)O1,http://www.thegoodscentscompany.com/data/rw1027491.html,1
38285-49-3,"['floral', 'green', 'jasmin']",CCCCC1COCC(C)C1OC(C)=O,http://www.thegoodscentscompany.com/data/rw1028961.html,3
68959-28-4,"['creami', 'milki', 'tropic', 'coconut', 'peach', 'gerard', 'fruiti', 'plum', 'dairi', 'floral', 'jasmin', 'butteri']",CC/C=C/CCC1CCCC(=O)O1,http://www.thegoodscentscompany.com/data/rw1000391.html,12
51608-18-5,"['dairi', 'creami', 'floral', 'coconut', 'coumarin', 'fruiti', 'tropic', 'peach', 'lacton', 'apricot']",CC/C=C/CC1CCCC1=O,http://www.thegoodscentscompany.com/data/rw1459181.html,10
63095-33-0,"['coconut', 'creami', 'butteri']",CC\C=C/CCC1CCC(=O)O1,http://www.thegoodscentscompany.com/data/rw1546351.html,3
6261-18-3,['mushroom'],CC/C=C/CC1=C(C)CCC1=O,http://www.thegoodscentscompany.com/data/rw1459321.html,1
488-10-8,"['flower', 'herbal', 'citrus', 'gerard', 'fruiti', 'spici', 'natur', 'floral', 'minti', 'green', 'woodi', 'jasmin']",CC\C=C/CC1=C(C)CCC1=O,http://www.thegoodscentscompany.com/data/rw1016891.html,12
95-41-0,"['floral', 'woodi', 'jasmin', 'fresh', 'herbal']",CCCCCCC1=CCCC1=O,http://www.thegoodscentscompany.com/data/rw1006951.html,5
11050-62-7,"['creami', 'floral', 'gerard', 'fatti', 'waxi', 'jasmin', 'fruiti', 'spici', 'lacton']",CC/C=C/CC1=C(C)C(=O)CC1,http://www.thegoodscentscompany.com/data/rw1582381.html,9
40010-99-9,"['jasmin', 'gardenia', 'floral']",CCCC[C@H]1C[C@H](C(C)=O)C(=O)O1,http://www.thegoodscentscompany.com/data/rw1000401.html,3
94406-15-2,['herbal'],CC1(C)CC(C)(C=O)C2=CCCCC12,http://www.thegoodscentscompany.com/data/rw1018351.html,1
109-29-5,"['anim', 'amber', 'powderi', 'musk', 'balsam']",O=C1CCCCCCCCCCCCCCCO1,http://www.thegoodscentscompany.com/data/rw1000301.html,4
